property,value,unit,cmp_ids,cmp_mole_fractions
Enthalpy of mixing,-0.5771058816920652,kJ/mol,"[72.0, 53.0, 8.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.0266072696339646,kJ/mol,"[74.0, 38.0, 1.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.4360110521315128,kJ/mol,"[43.0, 6.0, 74.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-3.933504379587111,kJ/mol,"[33.0, 54.0, 21.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.2894177864234435,kJ/mol,"[2.0, 6.0]","[0.4, 0.6]"
Enthalpy of mixing,-0.3736854864468958,kJ/mol,"[41.0, 50.0, 73.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.4049134367674368,kJ/mol,"[12.0, 53.0, 60.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.0308239737491886,kJ/mol,"[64.0, 72.0, 27.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.3469806179503176,kJ/mol,"[12.0, 14.0, 27.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.2845230372537106,kJ/mol,"[12.0, 2.0, 48.0, 50.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.3007511685326651,kJ/mol,"[64.0, 44.0]","[0.2, 0.8]"
Enthalpy of mixing,0.0120961880619264,kJ/mol,"[34.0, 8.0, 60.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.719630919364577,kJ/mol,"[48.0, 54.0]","[0.6, 0.4]"
Enthalpy of mixing,1.1507485584870678,kJ/mol,"[45.0, 20.0, 6.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.2165754044335049,kJ/mol,"[12.0, 44.0, 50.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.1917272877721917,kJ/mol,"[12.0, 23.0]","[0.5, 0.5]"
Enthalpy of mixing,0.2907680853207337,kJ/mol,"[6.0, 72.0, 31.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-2.497716607240731,kJ/mol,"[45.0, 31.0]","[0.2, 0.8]"
Enthalpy of mixing,-1.2264907846302673,kJ/mol,"[6.0, 38.0, 54.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.7133062381789961,kJ/mol,"[52.0, 48.0, 38.0, 54.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4957375271144082,kJ/mol,"[48.0, 46.0, 38.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.5406409907155014,kJ/mol,"[41.0, 53.0, 73.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.1391680871234842,kJ/mol,"[2.0, 14.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.0562352306039329,kJ/mol,"[3.0, 38.0, 53.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.607320624827173,kJ/mol,"[35.0, 72.0]","[0.4, 0.6]"
Enthalpy of mixing,0.6962078288405238,kJ/mol,"[76.0, 25.0, 48.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4407970829475024,kJ/mol,"[11.0, 34.0, 53.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.4369223546109464,kJ/mol,"[45.0, 59.0, 31.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.4166590813450364,kJ/mol,"[72.0, 53.0, 7.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.5332687556835214,kJ/mol,"[76.0, 11.0, 14.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.5867666844548434,kJ/mol,"[2.0, 8.0, 27.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.2097162167351845,kJ/mol,"[48.0, 55.0, 38.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.1839263414519008,kJ/mol,"[12.0, 14.0, 64.0, 67.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.4935383887993632,kJ/mol,"[12.0, 2.0, 48.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4650024260511472,kJ/mol,"[6.0, 19.0, 38.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.9557093512408246,kJ/mol,"[48.0, 17.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.4602992967712209,kJ/mol,"[35.0, 72.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.1657790886681223,kJ/mol,"[72.0, 3.0, 8.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.3113786226818981,kJ/mol,"[76.0, 12.0, 53.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.4259150482417592,kJ/mol,"[12.0, 19.0, 72.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.290237245832767,kJ/mol,"[2.0, 48.0, 6.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.4789119645660551,kJ/mol,"[35.0, 38.0, 50.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.4971735684548837,kJ/mol,"[48.0, 24.0, 53.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.3374096893653691,kJ/mol,"[78.0, 28.0, 48.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.1393215465842097,kJ/mol,"[2.0, 6.0, 53.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.0696544335543803,kJ/mol,"[78.0, 28.0, 6.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.8905332439415544,kJ/mol,"[29.0, 8.0]","[0.4, 0.6]"
Enthalpy of mixing,0.7758246649978854,kJ/mol,"[48.0, 64.0, 53.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.4171181400733423,kJ/mol,"[13.0, 14.0, 8.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.531351103400504,kJ/mol,"[58.0, 72.0, 53.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.8340771815548893,kJ/mol,"[48.0, 80.0, 74.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2640377267897112,kJ/mol,"[80.0, 38.0]","[0.4, 0.6]"
Enthalpy of mixing,0.8359459680431859,kJ/mol,"[76.0, 29.0, 53.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.0267514726216561,kJ/mol,"[68.0, 28.0, 74.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.2889616447924493,kJ/mol,"[11.0, 29.0, 72.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.0842439053613724,kJ/mol,"[11.0, 64.0, 53.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-1.202587362981402,kJ/mol,"[68.0, 28.0, 74.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2829048065338413,kJ/mol,"[79.0, 8.0, 23.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.2205686543541117,kJ/mol,"[48.0, 38.0, 24.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.9427346446470172,kJ/mol,"[75.0, 70.0]","[0.2, 0.8]"
Enthalpy of mixing,-1.070402504004864,kJ/mol,"[72.0, 80.0, 38.0, 54.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.0388142401287146,kJ/mol,"[35.0, 64.0, 72.0, 27.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-2.101018857002836,kJ/mol,"[4.0, 74.0]","[0.6, 0.4]"
Enthalpy of mixing,0.9993821535560652,kJ/mol,"[11.0, 35.0, 64.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.3112383274374994,kJ/mol,"[16.0, 28.0, 48.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.1647139402508834,kJ/mol,"[72.0, 8.0, 27.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-2.249449012687847,kJ/mol,"[28.0, 65.0, 74.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.2347665316960444,kJ/mol,"[45.0, 28.0, 7.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.9665772640095492,kJ/mol,"[48.0, 6.0, 70.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.0146963480740041,kJ/mol,"[48.0, 6.0, 31.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.631184428125683,kJ/mol,"[38.0, 24.0, 53.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.3372045105193324,kJ/mol,"[11.0, 34.0, 60.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2537990534854391,kJ/mol,"[12.0, 24.0, 8.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.3537106389839382,kJ/mol,"[28.0, 6.0, 61.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.0225263890286572,kJ/mol,"[38.0, 7.0, 31.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.992790358050233,kJ/mol,"[48.0, 47.0, 54.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.7581771811685936,kJ/mol,"[24.0, 53.0]","[0.8, 0.2]"
Enthalpy of mixing,0.6210996987390096,kJ/mol,"[4.0, 28.0, 71.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-1.584489735088544,kJ/mol,"[52.0, 74.0, 38.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.7876543670657655,kJ/mol,"[64.0, 72.0, 38.0, 67.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.9884559605924134,kJ/mol,"[68.0, 4.0, 28.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.0492907522764088,kJ/mol,"[2.0, 38.0, 73.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.7262627510470494,kJ/mol,"[48.0, 19.0, 23.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.027272779069661,kJ/mol,"[28.0, 48.0, 57.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.3508859676199446,kJ/mol,"[28.0, 55.0]","[0.4, 0.6]"
Enthalpy of mixing,1.1916698329605837,kJ/mol,"[68.0, 4.0, 6.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.5278953054793043,kJ/mol,"[3.0, 53.0]","[0.2, 0.8]"
Enthalpy of mixing,-0.3517252727849979,kJ/mol,"[65.0, 38.0, 21.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.0360106595410119,kJ/mol,"[6.0, 56.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-2.6601441485681714,kJ/mol,"[37.0, 40.0]","[0.6, 0.4]"
Enthalpy of mixing,0.1291381128404736,kJ/mol,"[29.0, 38.0]","[0.2, 0.8]"
Enthalpy of mixing,-3.820070098082321,kJ/mol,"[75.0, 42.0, 38.0, 54.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2633270188818052,kJ/mol,"[76.0, 12.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.8665562426377305,kJ/mol,"[58.0, 38.0]","[0.4, 0.6]"
Enthalpy of mixing,1.1937771957077767,kJ/mol,"[72.0, 37.0]","[0.4, 0.6]"
Enthalpy of mixing,-0.3177351764219538,kJ/mol,"[63.0, 72.0, 8.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.5505319529333795,kJ/mol,"[35.0, 72.0]","[0.8, 0.2]"
Enthalpy of mixing,0.2941277692509783,kJ/mol,"[1.0, 31.0]","[0.6, 0.4]"
Enthalpy of mixing,0.5057307746153245,kJ/mol,"[51.0, 45.0, 48.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.1567718103755649,kJ/mol,"[4.0, 71.0, 21.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.1975540604468947,kJ/mol,"[56.0, 8.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.2635203166738259,kJ/mol,"[13.0, 14.0]","[0.6, 0.4]"
Enthalpy of mixing,0.3349009969271735,kJ/mol,"[41.0, 38.0, 60.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.5626485195108109,kJ/mol,"[14.0, 19.0, 50.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.3155112348179954,kJ/mol,"[4.0, 20.0, 21.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.1007033362211441,kJ/mol,"[2.0, 38.0, 53.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-1.1153430935644668,kJ/mol,"[25.0, 28.0, 31.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.520902919023601,kJ/mol,"[48.0, 46.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.253122351300138,kJ/mol,"[35.0, 48.0, 23.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.1406722852152446,kJ/mol,"[75.0, 2.0, 38.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.1385492581731844,kJ/mol,"[3.0, 38.0, 53.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.7015161487433689,kJ/mol,"[48.0, 63.0, 38.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.4712793020057364,kJ/mol,"[11.0, 72.0, 23.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.8307020656254795,kJ/mol,"[76.0, 48.0, 70.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.3246122739438534,kJ/mol,"[35.0, 72.0, 38.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-1.6978659751974847,kJ/mol,"[68.0, 74.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.4126598226644923,kJ/mol,"[12.0, 6.0, 24.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.1270559298945255,kJ/mol,"[15.0, 6.0, 31.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.2625982135755595,kJ/mol,"[28.0, 48.0, 46.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-1.6695873124653515,kJ/mol,"[4.0, 72.0, 54.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.5748966672546223,kJ/mol,"[12.0, 6.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-1.2905753137322284,kJ/mol,"[72.0, 38.0, 21.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-2.1774397360418267,kJ/mol,"[74.0, 1.0, 21.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.10441574135313,kJ/mol,"[4.0, 6.0, 38.0, 61.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5807024858992004,kJ/mol,"[72.0, 57.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.8062157845267672,kJ/mol,"[68.0, 28.0, 48.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-4.849217779206579,kJ/mol,"[43.0, 54.0]","[0.5, 0.5]"
Enthalpy of mixing,1.1003891826008152,kJ/mol,"[75.0, 76.0, 78.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.2038684051523278,kJ/mol,"[48.0, 61.0, 54.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.4466761059422562,kJ/mol,"[11.0, 64.0, 38.0, 67.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.0950553813475249,kJ/mol,"[13.0, 14.0, 72.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.3115951192902818,kJ/mol,"[6.0, 8.0]","[0.6, 0.4]"
Enthalpy of mixing,-0.2403786961830254,kJ/mol,"[70.0, 38.0, 60.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-3.9371385039735927,kJ/mol,"[39.0, 73.0, 54.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.0058462212883399,kJ/mol,"[35.0, 38.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.1922420779538241,kJ/mol,"[14.0, 27.0, 60.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-1.3083780367372309,kJ/mol,"[74.0, 71.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-2.9637566780447333,kJ/mol,"[45.0, 18.0, 54.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.911501450944361,kJ/mol,"[2.0, 72.0, 38.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.7646272102439623,kJ/mol,"[12.0, 58.0, 8.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.9194247186271018,kJ/mol,"[22.0, 21.0]","[0.8, 0.2]"
Enthalpy of mixing,1.353382121773882,kJ/mol,"[75.0, 20.0]","[0.4, 0.6]"
Enthalpy of mixing,0.9460929699485844,kJ/mol,"[4.0, 48.0, 38.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,2.20369579440608,kJ/mol,"[35.0, 27.0]","[0.5, 0.5]"
Enthalpy of mixing,0.2961086097390129,kJ/mol,"[14.0, 72.0, 53.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.2210049548801565,kJ/mol,"[76.0, 2.0, 48.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.0431131758405627,kJ/mol,"[2.0, 48.0, 72.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.0947030961987722,kJ/mol,"[48.0, 64.0]","[0.2, 0.8]"
Enthalpy of mixing,0.9827842926675456,kJ/mol,"[15.0, 54.0, 31.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.947430849717768,kJ/mol,"[38.0, 66.0, 21.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.3274704859031802,kJ/mol,"[3.0, 38.0, 8.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.4416065130419366,kJ/mol,"[75.0, 73.0, 59.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.0502299654213696,kJ/mol,"[13.0, 14.0, 38.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.0058893390009889,kJ/mol,"[68.0, 54.0, 31.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.1059649155562073,kJ/mol,"[4.0, 48.0, 21.0, 0.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.3548919273295667,kJ/mol,"[45.0, 55.0, 21.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.6254889878917521,kJ/mol,"[29.0, 6.0, 60.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.2941869505616916,kJ/mol,"[61.0, 54.0]","[0.8, 0.2]"
Enthalpy of mixing,1.2239144191971505,kJ/mol,"[51.0, 4.0, 28.0, 6.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.3046310242462425,kJ/mol,"[48.0, 14.0, 44.0, 27.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.2812623379278205,kJ/mol,"[50.0, 60.0]","[0.5, 0.5]"
Enthalpy of mixing,-1.013397710164802,kJ/mol,"[28.0, 77.0, 21.0, 31.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.0619467384653764,kJ/mol,"[70.0, 60.0]","[0.8, 0.2]"
Enthalpy of mixing,-0.3208768897916002,kJ/mol,"[28.0, 6.0, 17.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.3353265734408143,kJ/mol,"[78.0, 4.0, 74.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-2.0359380327000607,kJ/mol,"[45.0, 60.0]","[0.6, 0.4]"
Enthalpy of mixing,-0.6013571445212484,kJ/mol,"[65.0, 38.0, 31.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.3102876845203868,kJ/mol,"[4.0, 55.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.5391576168712489,kJ/mol,"[72.0, 37.0, 54.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,2.043134742870001,kJ/mol,"[76.0, 48.0, 56.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.0773898845094114,kJ/mol,"[12.0, 13.0, 14.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.1965163696187122,kJ/mol,"[35.0, 14.0, 27.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.013255091063575,kJ/mol,"[76.0, 38.0, 59.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.2379948506838396,kJ/mol,"[48.0, 59.0, 31.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.0405005454152041,kJ/mol,"[35.0, 60.0]","[0.2, 0.8]"
Enthalpy of mixing,0.3607458042344663,kJ/mol,"[4.0, 72.0]","[0.2, 0.8]"
Enthalpy of mixing,2.072445917062657,kJ/mol,"[15.0, 45.0, 21.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.6424261801971891,kJ/mol,"[48.0, 72.0, 38.0, 24.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-2.9263172271898044,kJ/mol,"[80.0, 40.0]","[0.4, 0.6]"
Enthalpy of mixing,0.9007744542598892,kJ/mol,"[75.0, 11.0, 41.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.3967694661064678,kJ/mol,"[53.0, 8.0, 27.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.7579525727022154,kJ/mol,"[6.0, 39.0, 21.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.6991772917464776,kJ/mol,"[22.0, 48.0, 74.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.7879064581579791,kJ/mol,"[6.0, 17.0, 74.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.1814846086483496,kJ/mol,"[14.0, 67.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.027178241568503,kJ/mol,"[76.0, 25.0, 38.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.741235857187435,kJ/mol,"[12.0, 11.0, 6.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.312810746679364,kJ/mol,"[6.0, 74.0, 1.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.2071134865462109,kJ/mol,"[48.0, 3.0, 8.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.0149985843447512,kJ/mol,"[6.0, 37.0, 74.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.1212363393067427,kJ/mol,"[48.0, 14.0, 8.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.3911279595722613,kJ/mol,"[62.0, 38.0, 60.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.3184386918922088,kJ/mol,"[58.0, 72.0, 38.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.1556541636794733,kJ/mol,"[14.0, 64.0, 53.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.250165211463369,kJ/mol,"[2.0, 38.0, 8.0, 27.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.9699372673396698,kJ/mol,"[11.0, 14.0, 8.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4975976478448037,kJ/mol,"[48.0, 61.0, 54.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.9335155998331643,kJ/mol,"[51.0, 4.0, 21.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.9127558654934984,kJ/mol,"[75.0, 12.0, 11.0, 41.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.1899770028188648,kJ/mol,"[12.0, 38.0, 27.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.4499507739490027,kJ/mol,"[2.0, 14.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.5266605584262206,kJ/mol,"[4.0, 65.0, 48.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.4434593041662245,kJ/mol,"[2.0, 48.0, 6.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.4862131182401995,kJ/mol,"[12.0, 2.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-1.005283500634477,kJ/mol,"[4.0, 25.0, 38.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.7100037098493376,kJ/mol,"[45.0, 31.0, 0.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.9552673577011438,kJ/mol,"[15.0, 74.0, 31.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.628320185999505,kJ/mol,"[4.0, 18.0]","[0.2, 0.8]"
Enthalpy of mixing,1.2079125594397515,kJ/mol,"[75.0, 20.0]","[0.2, 0.8]"
Enthalpy of mixing,-0.0262734224094152,kJ/mol,"[34.0, 53.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.7222927682333644,kJ/mol,"[48.0, 63.0, 72.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.0942391888672703,kJ/mol,"[8.0, 7.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.0803979725290996,kJ/mol,"[28.0, 48.0, 72.0, 7.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5271224377878545,kJ/mol,"[45.0, 40.0]","[0.4, 0.6]"
Enthalpy of mixing,0.3223119444714029,kJ/mol,"[64.0, 34.0, 8.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.7047708508649533,kJ/mol,"[48.0, 67.0, 27.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.9198349850441876,kJ/mol,"[12.0, 13.0, 14.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-1.99063573795506,kJ/mol,"[42.0, 38.0, 31.0]","[0.2, 0.2, 0.6]"
